User ID,Device Model,Operating System,App Usage Time (min/day),Screen On Time (hours/day),Battery Drain (mAh/day),Number of Apps Installed,Data Usage (MB/day),Age,Gender,User Behavior Class
661.0,Google Pixel 5,Android,50.0,1.5,387.0,12,146,59.0,Male,1
662.0,Xiaomi Mi 11,Android,138.0,3.1,947.0,29,545,48.0,Male,2
663.0,Xiaomi Mi 11,Android,130.0,3.2,1189.0,37,448,45.0,Male,2
664.0,Google Pixel 5,Android,469.0,6.4,1858.0,78,1297,55.0,Female,4
665.0,Xiaomi Mi 11,Android,555.0,10.3,2568.0,83,2003,52.0,Male,5
666.0,iPhone 12,iOS,,5.4,1544.0,53,635,53.0,Male,3
667.0,Samsung Galaxy S21,,529.0,11.4,2891.0,82,1845,46.0,Male,5
668.0,Samsung Galaxy S21,Android,205.0,5.5,1699.0,49,729,36.0,Male,3
669.0,iPhone 12,iOS,170.0,2.4,1039.0,38,334,23.0,Male,2
670.0,Samsung Galaxy S21,Android,160.0,3.2,648.0,31,339,27.0,Female,2
671.0,iPhone 12,iOS,81.0,1.6,387.0,13,224,48.0,Male,1
672.0,Google Pixel 5,Android,,7.3,1937.0,64,1209,22.0,Male,4
673.0,Xiaomi Mi 11,Android,500.0,11.2,2925.0,84,2438,27.0,Male,5
674.0,Google Pixel 5,Android,37.0,1.6,490.0,18,216,52.0,Male,1
675.0,Xiaomi Mi 11,Android,522.0,11.4,2776.0,93,1768,27.0,Female,5
676.0,Xiaomi Mi 11,Android,81.0,1.5,545.0,17,159,40.0,Male,1
677.0,OnePlus 9,Android,141.0,3.8,689.0,38,576,34.0,Male,2
678.0,Samsung Galaxy S21,Android,115.0,3.5,706.0,26,495,52.0,Female,2
679.0,Google Pixel 5,Android,298.0,4.6,1525.0,59,814,36.0,Female,3
680.0,iPhone 12,iOS,33.0,,334.0,16,113,36.0,Female,1
681.0,Google Pixel 5,Android,307.0,6.1,2105.0,76,1111,25.0,Female,4
682.0,Xiaomi Mi 11,Android,380.0,7.6,2354.0,77,1191,30.0,Male,4
683.0,,Android,190.0,5.5,1718.0,58,815,42.0,Male,3
684.0,Samsung Galaxy S21,Android,75.0,1.6,325.0,12,225,45.0,Male,1
685.0,Google Pixel 5,,218.0,4.0,1221.0,47,822,25.0,Male,3
686.0,Xiaomi Mi 11,Android,412.0,6.6,1859.0,67,1393,18.0,Male,4
687.0,Google Pixel 5,,335.0,7.7,2037.0,68,1007,18.0,Male,4
688.0,OnePlus 9,Android,387.0,6.3,2098.0,61,1178,54.0,Male,4
689.0,Google Pixel 5,Android,261.0,4.9,1589.0,56,824,52.0,Female,3
,Samsung Galaxy S21,Android,541.0,9.5,2424.0,98,1550,32.0,Male,5
691.0,Google Pixel 5,Android,195.0,5.7,1447.0,48,679,30.0,Male,3
692.0,iPhone 12,iOS,178.0,4.0,856.0,37,569,51.0,Female,2
31878.0,Xiaomi Mi 11,Android,378.0,180.9,1898.0,78,1455,48.0,Female,4
694.0,Xiaomi Mi 11,,505.0,8.6,2792.0,82,1709,31.0,Male,5
695.0,Samsung Galaxy S21,Android,564.0,9.7,2422.0,83,1985,34.0,Female,5
696.0,iPhone 12,iOS,92.0,3.9,1082.0,26,381,22.0,Male,2
697.0,Xiaomi Mi 11,Android,316.0,6.8,1965.0,68,1201,59.0,Male,4
698.0,Google Pixel 5,Android,99.0,3.1,942.0,22,457,50.0,Female,2
699.0,Samsung Galaxy S21,Android,62.0,1.7,431.0,13,224,44.0,Male,1
,OnePlus 9,Android,212.0,5.4,1306.0,49,828,23.0,Female,3
159.0,Samsung Galaxy S21,Android,304.0,6.5,2375.0,79,1493,51.0,Male,4
501.0,Google Pixel 5,Android,66.0,1.3,369.0,14,195,32.0,Male,1
397.0,Xiaomi Mi 11,Android,78.0,1.1,437.0,14,143,27.0,Female,1
156.0,Xiaomi Mi 11,Android,158.0,,893.0,36,493,32.0,Male,2
,Google Pixel 5,Android,274.0,6.0,1489.0,56,666,57.0,Female,3
213.0,Samsung Galaxy S21,Android,133.0,3.4,714.0,38,445,25.0,Male,2
235.0,iPhone 12,iOS,,,636.0,28,529,53.0,Male,2
290.0,Google Pixel 5,Android,84.0,1.2,415.0,10,146,50.0,Male,1
301.0,Xiaomi Mi 11,Android,420.0,6.5,2113.0,65,1314,35.0,Male,4
,iPhone 12,iOS,291.0,4.1,1326.0,51,905,55.0,Female,3
674.0,Google Pixel 5,Android,37.0,1.6,490.0,18,216,52.0,Male,1
329.0,OnePlus 9,Android,88.0,1.6,420.0,12,274,31.0,Female,1
200.0,Xiaomi Mi 11,Android,126.0,2.8,971.0,32,431,35.0,Female,2
79.0,Samsung Galaxy S21,Android,78.0,1.8,333.0,17,138,51.0,Female,1
600.0,Samsung Galaxy S21,Android,192.0,4.3,1382.0,42,905,47.0,Female,3
,OnePlus 9,Android,441.0,7.1,1928.0,74,1421,57.0,Male,4
447.0,OnePlus 9,Android,546.0,8.8,2852.0,81,1641,24.0,Male,5
508.0,Xiaomi Mi 11,,33.0,2.0,318.0,11,173,42.0,Female,1
628.0,iPhone 12,iOS,227.0,5.2,1446.0,46,920,59.0,Male,3
500.0,iPhone 12,iOS,143.0,3.6,988.0,26,504,45.0,Female,2
